"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Jecripe: how a serious game project encouraged studies in different computer science areas","A. L. Brandao; L. A. F. Fernandes; D. Trevisan; E. Clua; D. Strickery","German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; Universidade Federal Fluminense, Niteroi, Rio de Janeiro, BR; Computer Science Institute, Fluminense Federal University, Niterói, Brazil; Computer Science Institute, Fluminense Federal University, Niterói, Brazil; Technische Universitat Kaiserslautern, Kaiserslautern, Rheinland-Pfalz, DE",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","Serious game projects require multidisciplinary professionals, including programmers, designers and game designers. In games for health, one more type of professional must be included which is the one with health knowledge. The Jecripe Project has the aim of developing serious games for people with special needs. The professionals from health science are speech therapists and more professionals have the intention to be part of the mentioned project. However, this work presents how a serious game project motivated studies in different Computer Science research areas. We describe the three main studies in the Jecripe Project, each of one in a different area: Computer Vision, Data Mining and Human-Computer Interaction. The intention of the continuation in the project is to perform more studies including the integration of natural user interfaces in games for people with special needs.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067077","","Games;Decision trees;Training;Computer science;Pediatrics;Computer vision;Data mining","","4","","33","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Wireless and wearable eeg acquisition platform for ambulatory monitoring","F. Pinho; J. H. Correia; N. J. Sousa; J. J. Cerqueira; N. S. Dias","Department of industrial Electronics, University of Minho, Guimarães, Portugal; Department of industrial Electronics, University of Minho, Guimarães, Portugal; Life and Health Sciences Research Institute, University of Minho, Braga, Portugal; Life and Health Sciences Research Institute, University of Minho, Braga, Portugal; Life and Health Sciences Research Institute, University of Minho, Braga, Portugal",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","7","Electroencephalogram (EEG) Ambulatory monitoring has been regarded as a promising tool to improve diagnosis, classification and medication prescription in patients with epilepsy and other paroxysmal diseases. This study presents the development of a wireless and wearable EEG acquisition system for ambulatory monitoring. The platform comprises 32 active dry electrodes, an analog-to-digital conversion unit with 24 bit resolution, 1 ksps sampling frequency per channel and a module for acquisition, processing and wireless transmission based on IGEP COM embedded system development platform under a Linux™ operative system. The base operating system consists of two software frameworks which interact to ensure the real-time requirements of the acquired signals and parallel recording, processing and data transmission. In order to control the analog-to-digital converters and the synchronous reception of converted data, a Linux™ kernel driver was developed. It was also developed an userspace application for data saving, digital processing and wireless transmission via socket TCP-IP on a 802.11 b/g network topology. An application based on C# from .NET development environment was also developed for PC data reception and visualization. This application consists of a TCP socket server for data reception and a graphic environment for signal's visualization. For signal plotting, it was used the open source ZedGraph library. The proposed system may operate on data streaming or event detection modes and presents feasible performance on EEG monitoring of both epileptic inpatients and outpatients.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067078","EEG;epilepsy;wireless;dry-electrodes;embedded systems","Electroencephalography;Electrodes;IEEE 802.11 Standards;Power demand;Wireless communication;Real-time systems;Event detection","","9","","21","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Hand-held robotic device for laparoscopic surgery and training","R. Pereira; A. H. J. Moreira; M. Leite; P. L. Rodrigues; S. Queirós; N. F. Rodrigues; P. Leão; J. L. Vilaça","DIGARC, Polytechnic Institute of Cávado and Ave., Barcelos, Portugal; DIGARC, Polytechnic Institute of Cávado and Ave., Barcelos, Portugal; ICVS/3B's-PT Government Associate Laboratory, University of Minho, Braga/Guimarães, Portugal; ICVS/3B's-PT Government Associate Laboratory, University of Minho, Braga/Guimarães, Portugal; ICVS/3B's-PT Government Associate Laboratory, University of Minho, Braga/Guimarães, Portugal; DIGARC, Polytechnic Institute of Cávado and Ave., Barcelos, Portugal; ICVS/3B's-PT Government Associate Laboratory, University of Minho, Braga/Guimarães, Portugal; DIGARC, Polytechnic Institute of Cávado and Ave., Barcelos, Portugal",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","Laparoscopic surgery (LS) has revolutionized traditional surgical techniques introducing minimally invasive procedures for diagnosis and local therapies. LSs have undeniable advantages, such as small patient incisions, reduced postoperative pain and faster recovery. On the other hand, restricted vision of the anatomical target, difficult handling of the surgical instruments, restricted mobility inside the human body, need of dexterity to hand-eye coordination and inadequate and non-ergonomic surgical instruments may restrict LS only to more specialized surgeons. To overcome the referred limitations, this work presents a new robotic surgical handheld system - the EndoRobot. The EndoRobot was designed to be used in clinical practice or even as a surgical simulator. It integrates an electromechanical system with 3 degrees of freedom. Each degree can be manipulated independently and combined with different levels of sensitivity allowing fast and slow movements. As other features, the EndoRobot has battery power or external power supply, enables the use of bipolar radiofrequency to prevent bleeding while cutting and allows plug-and-play of the laparoscopic forceps for rapid exchange. As a surgical simulator, the system was also instrumented to measure and transmit, in real time, its position and orientation for a training software able to monitor and assist the trainee's surgical movements.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067079","minimal invasive surgery;robotic surgical handheld system;surgical training;robotic surgery","Instruments;Grippers;Robots;Gears;Minimally invasive surgery;Training","","2","4","20","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"A lightweight method for detecting sleep-related activities based on load sensing","W. O. de Morais; N. Wickstrom","School of Information Science, Computer and Electrical Engineering Halmstad University, Halmstad, Sweden; School of Information Science, Computer and Electrical Engineering Halmstad University, Halmstad, Sweden",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","7","Current practices in healthcare rely on expensive and labor-intensive procedures that are not adequate for future healthcare demands. Therefore, alternatives are required to complement or enhance healthcare services, both at clinical and home settings. Hospital and ordinary beds can be equipped with load cells to enable load sensing applications, such as for weight and sleep assessment. Beds with such functionalities represent a tangible alternative to expensive and obtrusive routines for sleep assessment, such as polysomnography. A finite-state machine is proposed as a lightweight on-line method to detect sleep-related activities, such as bed entrances and exits, awakenings, wakefulness, and sleep atonia. The proposed approach is evaluated with a dataset collected in real homes of older people receiving night-time home care services.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067080","Healthcare technology;home monitoring;sensorbased monitoring systems;load sensing;sleep assessment;state machines;bed-exit alarms","Sleep;Standards;Muscles;Medical services;Magnetic sensors;Monitoring","","1","","25","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Plantasmed: a mobile application to promote the rational use of medicinal plants in Brazil’s countryside based on participatory HCI design and popular education for health","S. B. de Souza; M. M. A. S. da Silva; R. P. Rodrigues; M. E. B. Malta; C. M. G. de Gusmao; W. P. dos Santos","Núcleo de Tecnologias Sociais e Bioengenharia - NETBio, Universidade Federal de Pernambuco, Brazil; Núcleo de Tecnologias Sociais e Bioengenharia - NETBio, Universidade Federal de Pernambuco, Brazil; Núcleo de Tecnologias Sociais e Bioengenharia - NETBio, Universidade Federal de Pernambuco, Brazil; Departamento de Engenharia Biomédica, Universidade Federal de Pernambuco, Brazil; Departamento de Engenharia Biomédica, Universidade Federal de Pernambuco, Brazil; Departamento de Engenharia Biomédica, Universidade Federal de Pernambuco, Brazil",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","Family farming is responsible for producing most of the food consumed in Brazil, occupying an important role in national development and at the reduction of social inequalities. The sustainability of these family communities depends heavily on the range of primary health care. The rational use of medicinal plants is recognized by the World Health Organization (WHO) as an important element of healing practices and nutrition education. The development of applications for mobile devices can contribute to both the rational use of medicinal plants and herbal medicines as to the health sustainability of communities of family farming, therefore contributing to the improvement of the quality of primary health care in ethnic and traditional communities and to the preservation of popular knowledge. This paper proposes a methodology for the development of applications for mobile devices geared to popular health education based on participatory human-computer interface (HCI) design, seeking to improve the quality of basic health care by aiding communitary health agents and popular communities at health education for the rational use of medicinal plants. As a case study we developed a basic architecture and a prototype for Android, named PlantasMED, from the results of participatory workshops in a rural area of the North Forest in the State of Pernambuco, Brazil. The participatory workshops were designed in order to promote the methodology of participatory HCI design.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067081","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067081","","Education;Communities;Conferences;Medical diagnostic imaging;Human computer interaction;Production","","1","","42","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Development of a serious game for children with hemophilia","R. M. Matsunaga; R. L. de Oliveira Moraes; M. A. F. Borges; M. A. Piccolotto Matta; M. C. Ozelo","Faculdade de Tecnologia, Universidade Estadual de Campinas - Unicamp, Limeira, Brazil; Faculdade de Tecnologia, Universidade Estadual de Campinas - Unicamp, Limeira, Brazil; Faculdade de Tecnologia, Universidade Estadual de Campinas, Campinas, SP, BR; IHTC ‘Cláudio L.P. Corrêa’, INCT do Sangue Hemocentro, Universidade Estadual de Campinas, Campinas, SP, BR; IHTC ‘Cláudio L.P. Corrêa’, INCT do Sangue Hemocentro, Universidade Estadual de Campinas, Campinas, SP, BR",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","6","This work describes the development process of the interface of an educational game that is aimed at children with hemophilia. The development and evaluation process used the dynamic Braindraw, Participatory Heuristic Evaluation and Beta Test and involved the end users of the game: children with hemophilia. The hypothesis is that children learn more about the disease through the game, which motivates them in an interactive practice. The experiments performed confirmed that the children with hemophilia learned more about the disease with the game.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067082","Hemophilia;Serious Games;Braindaw;Participatory Heuristic Evaluation;Teste Beta","Games;Diseases;Pediatrics;Coagulation;Testing;Computers;Hemorrhaging","","5","","19","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"“Playing with health” game design methodology for public health education","C. Macedo Dias; C. Borges Furlanetti; J. V. Regadas Luiz; G. Xavier","Escola Politécnica de Saúde Joaquim Venâncio - Fiocruz, Rio de Janeiro, Brazil; Escola Politécnica de Saúde Joaquim Venâncio - Fiocruz, Rio de Janeiro, Brazil; Escola Politécnica de Saúde Joaquim Venâncio - Fiocruz, Rio de Janeiro, Brazil; Pontificia Universidade Católica do Rio de Janeiro, Rio de Janeiro, Brazil",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","This article describes the collective experience of a game construction by students and teachers at the Polytechnic School of Health Professional Education Joaquim Venâncio (EPSJV/FIOCRUZ), in the context of a subject of the Health Professional Education curriculum. From the discussion proposed by teachers about the relationship between health and social economic development within the Brazilian Unified Health System (SUS), some principles of Game Design were presented and incorporated in the educational activity. Such principles were applied to enhance practices that comply with the terms of a procedural rhetoric as outlined by Bogost, and most especially, with the terms of tipical games’s procedurality. Thus, this article serves as an account of a wider movement of integration between students and teachers in the practice of creating and developing ludificated systems aiming at promoting knowledge in the context of the aforementioned subject and, more generally, the Health Professional Education. Considering the game as an educational technology that enhances the knowledge construction process, this article presents an engagement situation and the possibility of developing critical subjectivities with and for the agents involved.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067083","game design;education;methodology;public health system","Games;Education;Economics;Medical services;Context;Production;Proposals","","1","","12","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Ilera-Aiye: A virtual world for the development of serious games for health education and promotion in the Northeastern Brazilian countryside","C. C. da Silva; B. G. M. de Alcantara; J. C. S. Olimpio; C. M. G. de Gusmao; A. G. da Silva Filho; W. P. dos Santos","Núcleo de Tecnologias Sociais e Bioengenharia - NETBio, Universidade Federal de Pernambuco, Brazil; Departamento de Engenharia Biomédica, Universidade Federal de Pernambuco, Brazil; Departamento de Engenharia Biomédica, Universidade Federal de Pernambuco, Brazil; Departamento de Engenharia Biomédica, Universidade Federal de Pernambuco, Brazil; Centro de Informática - CIn, Universidade Federal de Pernambuco, Brazil; Departamento de Engenharia Biomédica, Universidade Federal de Pernambuco, Brazil",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","The level of basic care in Brazil's Unified Health System is a community-based attention model composed by Family Health Units, small teams of health professionals intended to solve low-complexity problems at a territory delimitated by a certain number of families, attended by Communitary Health Agents. Despite the large amount of social inequalities in Brazilian countryside, smartphones and tablets are becoming more widespread among rural population. According to Popular Education, the teaching-learning process is improved when the educator is part of the process as a facilitator, considering the prior knowledge of learners and their social, cultural and historical background, in a relationship mediated by affection, which can be reached by using games. This work proposes Ilera-Ayie (from Yoruba language, Land of Health), a virtual world to support 3D serious games for health education and promotion, focused on the communitary health agents and the young population of rural settlements at Brazil's northeastern countryside. Non-functional requirements elicitation was performed by using participatory workshops involving participants of two rural settlements at the Northern Forest region of the State of Pernambuco, northeast of Brazil. Taking into account Popular Education and Participatory Design as theoretical backgrounds, design elements of the virtual world were defined using participatory workshops, considering identity aspects of communities, such as the local vegetation, animals, houses, historic buildings of the Brazil's Empire age of slavery, and musical elements, trying to make a link between local and universal cultural elements.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067084","","Education;Games;Communities;Conferences;Cultural differences;Context;Three-dimensional displays","","4","","35","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Nutrition at play technology promoting alimentary behavior modification","A. B. Bahia; A. Berndt; G. Bordignon; E. Takase","National Council of Scientific and Technological Development, Florianópolis, Brazil; Serviço Social da Indústria, SESI/SC (Social Service of Industry of Santa Catarina), Florianópolis, Brazil; Serviço Social da Indústria, SESI/SC (Social Service of Industry of Santa Catarina), Florianópolis, Brazil; Universidade Federal de Santa Catarina UFSC (Federal University of Santa Catarina), Florianópolis, Brazil",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","This article presents the ""Nutrition at Play"" Behavior Modification Technology with which the promotion of the consumption of fruits and vegetables is aimed. The technology is based on the guidelines of the Brazilian Ministry of Health's Alimentary Guide, and on the Transtheoretical Model of Behavior Modification. It was designed for adult audiences, industry workers, aware or unaware of the contents of nutrition and computing resources. It consists of 12 applications, where eight of them are part of a ""health game"" that promotes cognitive and behavioral processes of Behavior Modification, and the other four of them allow for the assessment of the following indicators: knowledge, dietary intake, and stage of modification. The pilot application was conducted in 2013 over a period of six months with 200 subjects, generating positive results, in addition to contributions to researchers and developers in the area.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067085","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067085","Food and Nutrition Education;Innovation;health game","Games;Avatars;Industries;Sociology;Statistics;Technological innovation;Materials","","2","","17","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Real-time hand tracking for rehabilitation and character animation","A. H. J. Moreira; S. Queirós; J. Fonseca; P. L. Rodrigues; N. F. Rodrigues; J. L. Vilaca","Life and Health Sciences Research Institute, University of Minho, Braga, Portugal; Life and Health Sciences Research Institute, University of Minho, Braga, Portugal; DIGARC, Polytechnic Institute of Cávado and Ave, Barcelos, Portugal; Life and Health Sciences Research Institute, University of Minho, Braga, Portugal; DIGARC, Polytechnic Institute of Cávado and Ave, Barcelos, Portugal; Life and Health Sciences Research Institute, University of Minho, Braga, Portugal",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","Hand and finger tracking has a major importance in healthcare, for rehabilitation of hand function required due to a neurological disorder, and in virtual environment applications, like characters animation for on-line games or movies. Current solutions consist mostly of motion tracking gloves with embedded resistive bend sensors that most often suffer from signal drift, sensor saturation, sensor displacement and complex calibration procedures. More advanced solutions provide better tracking stability, but at the expense of a higher cost. The proposed solution aims to provide the required precision, stability and feasibility through the combination of eleven inertial measurements units (IMUs). Each unit captures the spatial orientation of the attached body. To fully capture the hand movement, each finger encompasses two units (at the proximal and distal phalanges), plus one unit at the back of the hand. The proposed glove was validated in two distinct steps: (a) evaluation of the sensors' accuracy and stability over time; (b) evaluation of the bending trajectories during usual finger flexion tasks based on the intra-class correlation coefficient (ICC). Results revealed that the glove was sensitive mainly to magnetic field distortions and sensors tuning. The inclusion of a hard and soft iron correction algorithm and accelerometer and gyro drift and temperature compensation methods provided increased stability and precision. Finger trajectories evaluation yielded high ICC values with an overall reliability within application's satisfying limits. The developed low cost system provides a straightforward calibration and usability, qualifying the device for hand and finger tracking in healthcare and animation industries.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067086","motion tracking glove;finger flexion;inertial measurement unit;hand rehabilitation","Thumb;Gyroscopes;Magnetometers;Temperature sensors;Joints","","24","1","12","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"The Mobile RehApp™: an AR-based mobile game for ankle sprain rehabilitation","J. A. Garcia; K. F. Navarro","iNext, University of Technology Sydney, Sydney, Australia; iNext, University of Technology Sydney, Sydney, Australia",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","6","People struggle to recover from injuries due to the lack of commitment to their rehabilitation exercises as they are often boring. Recent approaches that involve the use of interactive video games have shown positive results in exercising as users engage in physical activity while playing a game. For example Nintendo Wii and Microsoft Kinect based games have shown to be effective in the treatment of post stroke patients. Yet, there are not tools in the market that offer portable rehabilitation exercises in the form of interactive games. The work presented in this paper focuses on the development of the Mobile RehApp™, an augmented reality based application for mobile devices designed for therapeutic support that aims to assist physiotherapists and patients on ankle sprain rehabilitation.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067087","augmented reality;mobile augmented reality;ankle sprain rehabilitation;exergames;mobile games;serious games for health;gamification;games for rehabilitation;lower limbs","Games;Mobile communication;Foot;Injuries;Augmented reality;Biomedical monitoring;Tracking","","15","","20","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"The effect of different difficulty adaptation strategies on enjoyment and performance in a serious game for memory training","A. Nagle; D. Novak; P. Wolf; R. Riener","Department of Health Sciences and Technology, Swiss Federal Institute of Technology, Zurich, Switzerland; Spinal Cord Injury Center, Balgrist University Hospital, Zurich, Switzerland; Department of Health Sciences and Technology, Swiss Federal Institute of Technology, Zurich, Switzerland; Spinal Cord Injury Center, Balgrist University Hospital, Zurich, Switzerland",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","Among the approaches used to make serious games and learning environments enjoyable, two important ones are 1) adapting task difficulty to match user performance, which leverages the theories of zone of proximal development and flow and 2) providing a high degree of control and choice, which uses constructs from self-determination theory. However, it is not clear whether the two approaches lead to similar results or whether focusing on performance may lead to suboptimal enjoyment. This is relevant since, in addition to being performance-oriented, serious games and learning environments also need to be enjoyable to be effective. To address this issue, we evaluated two kinds of difficulty adaptation in a simple memory training game: one adaptation based solely on difficulty-performance matching and the other based solely on providing a high degree of control/choice. Our results suggest that neither approach is optimal: players enjoyed themselves the most in the control/choice mode, but performed the best in the difficulty-performance matching mode. Player behavior in the game suggests that a trade-off between maximizing performance and maximizing enjoyment could be achieved by a combination of the two approaches. However, long-term studies would be required to determine whether such a combination could indeed be effective.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067088","","Games;Clamps;Training;Atmospheric measurements;Particle measurements;Materials","","14","","43","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"The economic effectiveness of serious games in the healthcare environment - Application and Evaluation of the Comparative Transformation Model (CTM)","M. R. Wolf; L. L. Lenz","Institute of IT Organization & Management, University of Applied Sciences, Aachen Aachen, Germany; Institute of IT Organization & Management, University of Applied Sciences, Aachen Aachen, Germany",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","This article aims at empirically validating the Comparative Transformational Model (CTM) in the realm of healthcare. The model compares two different learning situations, one using Serious Games, the other one using conventional ways of learning. Because the application of freshly learned knowledge is fundamental for any change of behavior (e.g. in business processes) the model can be applied to any cogitable process change. The CTM will be combined with the Serious Game Design Assessment Framework (SGDAF) as stressed by the learning theorists Konstantin Mitgutsch and Narda Alvarado [4]. By testing the models' applicability in terms of the CTM itself as well as of the combination with the SGDAF, it is not only elaborated whether the examined Serious Games (SGs) are an economically valuable alternative to classical transformation processes. Also, an answer will be given to the question how the (first six, later eight) design components should be rated and whether the melted model is complete as it stands. The analysis raises the question, whether the CTM and the SGDAF respect the inevitable influencing factors like for example personality for whether they need adaptation and if so, which. Three healthcare SGs will be evaluated in order to indicatively calculate whether the single-step classical way of change management (A) is more effective than the sum of the three steps (B1, B2, B3) taken in the SG detour. The same will be done with the SGDAF. Finally, it will be reflected upon the question whether the outcome, an eight-elements-chart, is universally valid, meaning whether it might serve as an omniuseful tool for the assessment of any SG.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067089","Comparative Transformation Model (CTM);process change management;learning;Serious Games;transformation;Serious Game Design Assessment Framework (SGDAF);SAPS II;EVAcuation;VR2Smile","Training;Games;Three-dimensional displays;Hospitals;Organizations","","1","","10","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Positive relationship between duration of action video game play and visuospatial executive function in children","M. Al-Gabbani; G. Morgan; J. A. Eyre","College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; School of Computing Science, Newcastle University, UK; Institute of Neuroscience, Newcastle University, UK",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","4","The average child in the developed world now spends more than 2 hours per day playing video games. The present study asks: (i) whether children who play video games exhibit enhancement of performance across a broad range of executive functions; (ii) whether there are gender differences; (iii) if there is a relationship between the amount of time a child reports playing video games and their performance on tests of executive function.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067090","video games;children;executive finctions","Games;Visualization;Pediatrics;Neuroscience;Switches;Training;Aging","","4","","18","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Gaming to master the game - Game usability and game mechanics","A. Molnar; P. Kostkova","Engineering Department, Arizona State University, Arizona, USA; Department of Computer Science, University College London, London, UK",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","7","Health intervention aimed at children using serious games are starting to grow on popularity, however, Interactive Digital Storytelling (IDS) paradigm for serious games is in its infancy. In this article, we present a series of IDS educational games developed with the aim of promoting responsible antibiotic use and hygiene part of the edugames4all project. Despite commercial success and market popularity of IDS games one of the major challenges we encountered when the games were distributed to schools for evaluation was that many children never played a similar game before and found the concept challenging. As a result, some of the children enjoyed the game while others were frustrated and gave up at a certain point. Although the phenomenon is not new, and it present even in commercial games, we proposed a new approach to ensure that all children understand the message delivered and at the same time, they enjoy playing the game. This paper proposes the introduction of a training mission that teaches children in a game like environment the basic concepts necessary to progress through the game. The training mission was evaluated in experimental settings with two groups of children, one playing the training mission before playing the game and another one who did not. The results showed that there is no statistically significant difference in terms of usability between the two groups, however the group that did not play the training mission found the game more “awkward” to play, and the difference between the groups in this case was statistically significant.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067091","serious games;games for health;games for hildren;interactive digital storytelling;tutorial;educational games","Games;Training;Usability;Pediatrics;Tutorials;Antibiotics","","13","","33","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"unCUT: bridging the gap from paper diary cards towards mobile electronic monitoring solutions in borderline and self-injury","N. Lederer; T. Grechenig; R. Baranyi","Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria; Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria; Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","This publication describes the analysis and development of an application for Borderline Personality Disorder patients, which was conducted with the assistance of 18 psychological experts from three different countries and resulted in a functional prototype containing those requirements. Nonsuicidal self-injury means deliberately harming one's own body tissue without suicidal intent and is associated with Borderline Personality Disorder. The research objective was to identify basic requirements to help those people with the support of a mobile device. Due to the lack of available mobile applications to support both patients and therapists, the novel prototype unCUT was developed and evaluated with those psychological experts throughout different iterations which ended up in 14 identified basic requirements for such an application.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067092","self-injurious behavior;borderline personality disorder;dialectical behavior therapy;mHealth;requirements engineering;concept system design;Android development","Interviews;Prototypes;Medical treatment;Mobile communication;Psychology;Mobile handsets;Androids","","11","","35","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
"Envisioning secure and usable access control for patients","A. Ferreira; G. Lenzini; C. Santos-Pereira; A. B. Augusto; M. E. Correia","COSA, University of Luxembourg, Luxembourg; SnT; Faculty of Medicine and CRACS/INESC, CINTESIS, LA; Faculty of Medicine and CRACS/INESC, CINTESIS, LA; Faculty of Science, DCC, University of Porto, Portugal",2014 IEEE 3nd International Conference on Serious Games and Applications for Health (SeGAH),"26 Mar 2015","2014","","","1","8","Several pilot tests show that patients who are able to access their Electronic Health Records (EHR), become more responsible and involved in the maintenance of their health. However, despite technologically feasible and legally possible, there is no validated or standardized toolset available yet, for patients to review and manage their EHR. Many privacy, security and usability issues must be solved first before this practice can be made mainstream. This paper proposes and discusses the design of an access control visual application that addresses most of these issues, and offers patients a secure, controlled and easy access to their EHR.","","978-1-4799-4823-9","10.1109/SeGAH.2014.7067093","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7067093","Visual access control;electronic health records;patient empowerment;security and usability","Medical services;Visualization;Usability;Authorization;Authentication","","6","1","33","IEEE","26 Mar 2015","","","IEEE","IEEE Conferences"
