"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An. - An interactive full body exercise experience for patients suffering from Ankylosing Spondylitis","J. Bandyopadhyay; G. Dalvi","Industrial Design Centre, IIT Bombay, Mumbai, India; Industrial Design Centre, IIT Bombay, Mumbai, India",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","8","Accessibility, affordability and lack of knowledge are major concerns for patients suffering from chronic diseases like rheumatism. In India, access to an exhaustive set of exercises involving both affected and active joints is still limited for patients residing in tier-two cities, suburbs, villages or belonging to lower socio-economic strata. Patients who could access and afford to consult physiotherapists, at times lack motivation and flexibility in exercise timings. Unadjustable appointments and time spent in travelling to such facilities are barriers to a regular exercise regime. The aim of this project was to design an interactive full body exercise experience platform while addressing issues such as accessibility, affordability and motivation issues for patients affected with Ankylosing Spondylitis. Our project had two dimensions: An exercise regime with a virtual instructor and games based on exercises. These methods were tested with patients and evaluated qualitatively. Results suggest that the system has potential to cater to the needs of both motivated and unmotivated patients.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939261","exergames;exercise regime;gamification;intrinsic motivation;ankylosing spondylitis;motion tracking","Games;Diseases;Pain;Medical treatment;Drugs;Urban areas;Schedules","","","","22","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Robotic-assisted serious game for motor and cognitive post-stroke rehabilitation","S. Heins; S. Dehem; V. Montedoro; B. Dehez; M. Edwards; G. Stoquart; F. Rocca; P. H. De Deken; M. Mancas; T. Lejeune","Physical Medicine and Rehabilitation department, Cliniques universitaires Saint-Luc, Brussels, Belgium; Physical Medicine and Rehabilitation department, Cliniques universitaires Saint-Luc, Brussels, Belgium; Physical Medicine and Rehabilitation department, Cliniques universitaires Saint-Luc, Brussels, Belgium; Institute of Mechanics, Université catholique de Louvain, Louvain-La-Neuve, Belgium; Institute of Mechanics, Université catholique de Louvain, Louvain-La-Neuve, Belgium; Institute for Research in Psychological Science, Université catholique de Louvain, Louvain-La-Neuve, Belgium; Institute for Research in Psychological Science, Université catholique de Louvain, Louvain-La-Neuve, Belgium; Faculty of Engineering, Numediart Institute - University of Mons, Mons, Belgium; Faculty of Engineering, Numediart Institute - University of Mons, Mons, Belgium; Faculty of Engineering, Numediart Institute - University of Mons, Mons, Belgium",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","8","Stroke is a major cause of long-term disability that can cause motor and cognitive impairments. New technologies such as robotic devices and serious games are increasingly being developed to improve post-stroke rehabilitation. The aim of the present project was to develop a ROBiGAME serious game to simultaneously improve motor and cognitive deficits (in particular hemiparesis and hemineglect). In this context, the difficulty level of the game was adapted to each patient's performance, and this individualized adaptation was addressed as the main challenge of the game development. The game was implemented on the REAplan end-effector rehabilitation robot, which was used in continuous interaction with the game. A preliminary feasibility study of a target pointing game was run in order to validate the game features and parameters. Results showed that the game was perceived as enjoyable, and that patients reported a desire to play the game again. Most of the targets included in the game design were realistic, and they were well perceived by the patients. Results also suggested that the cognitive help strategy could include one visual prompting cue, possibly combined with an auditory cue. It was observed that the motor assistance provided by the robot was well adapted for each patient's impairments, but the study results led to a suggestion that the triggering conditions should be reviewed. Patients and therapists reported the desire to receive more feedback on the patient's performances. Nevertheless, more patients and therapists are needed to play the game in order to give further and more comprehensive feedback that will allow for improvements of the serious game. Future steps also include the validation of the motivation assessment module that is currently under development.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939262","serious game;robotic assisted-rehabilitation;stroke;hemineglect;hemiparesis;upper limb;motivation","Robots;Trajectory;Regulators;Atmospheric measurements;Particle measurements","","22","","26","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Computational Thinking (CT) and Rebel game Design: CT in health games","H. Lim","Faculty of Engineering and Information Sciences, University of Wollongong, Dubai, UAE",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","5","Game-based learning (GBL) is a popular innovative pedagogical framework for developing Computational Thinking (CT) skills. The base idea is to use games to help create awareness and generated needed CT skills and abilities; in short, it is “games for CT” approach. This is however, one part of the equation for understanding and developing CT in our modern digital age. The other part of the equation lies in using “CT for games”. This paper addresses this perspective to aid in the understanding and framing of the elusive CT concept. In “CT for games”, this paper highlights and draws attention to using CT for developing games instead of using games to develop CT. The core contributions of the paper are a “CT for games” proposed framework; selected variants of health games and observations of “Rebel Design”. Readers can benefit from a perspective with a different focus and increase awareness and understanding of CT with the hope of grooming future leaders with required CT problem-solving skills and abilities and applying “Rebel Design” for games.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939263","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939263","computational thinking (CT);rebel design;game;problem solving;connected;digital ecosystem;framework","Games;Problem-solving;Tools;Handheld computers","","","","24","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"A paradigm for the development of serious games for health as benefit delivery systems","G. Ushaw; J. Eyre; G. Morgan","School of Computing Science; Institute of Neuroscience, Newcastle University, UK; School of Computing Science",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","8","Serious games are developed with the purpose of bestowing a benefit on the user. That benefit could be related to the user's health, education, safety or efficiency. We propose that the mechanism that the game employs to achieve such a benefit should be identified as the key to the development of a successful serious game. We introduce a paradigm for the design and development of serious games as benefit delivery systems. We suggest that the paradigm can apply to all applications and genres of serious game. Three serious games for health are employed as case studies of developing a serious game as a benefit delivery system. Recommendations are then made for the adoption of the paradigm for serious gaming in general.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939264","","Games;Urban areas;Testing","","7","","16","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Designing games to help train children to use Prosthetic Arms","P. A. Smith; M. Dombrowski","School of Visual Art and Design, University of Central Florida, Orlando, FL, U.S.A.; School of Visual Art and Design, University of Central Florida, Orlando, FL, U.S.A.",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","4","Prosthetic Arms are often financially out of reach for children. A single prosthetic can cost upwards of $40,000 USD and as children grow they may need multiple new arms throughout a single year. Further, high end prosthetics can be incredibly complicated allowing for articulated wrists and individual finger movements, leading to a complex learning curve that leaves many adults frustrated leading to lack of use of the prosthetics. Limbitless Solutions, however, has applied low cost 3D printing to the task and has developed a simple to control prosthetic arm for kids and the emerging world. This work explores the use of video games combined with a custom controller to train kids to use their new prosthetic arms before they get them.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939265","Prosthetics;Training Games;Games for Health;Custom Interfaces;Game Design","Games;Three-dimensional displays;Nose;Current measurement","","1","","7","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"A Serious Game for children with Autism Spectrum Disorder as a tool for play therapy","A. O. Barajas; H. Al Osman; S. Shirmohammadi","Distributed and Collaborative Virtual Environment Research laboratory (DISCOVER Lab), University of Ottawa, Ottawa, Canada; Distributed and Collaborative Virtual Environment Research laboratory (DISCOVER Lab), University of Ottawa, Ottawa, Canada; Distributed and Collaborative Virtual Environment Research laboratory (DISCOVER Lab), University of Ottawa, Ottawa, Canada",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","7","We propose a Serious Game (SG) for children on the Autism Spectrum Disorder (ASD) composed of a Tangible User Interface (TUI) and a Graphical User Interface (GUI). The TUI is built from physical Lego-like building blocks augmented with electronic modules. The proposed SG is envisaged as a play therapy tool aimed at improving autistic children's social and cognitive skills. We investigate the effects of using our SG in a play therapy exercise, by running an empirical study that compares conventional clinical non-computer block-games with the proposed SG. In our preliminary experimental study, the proposed system showed an improvement in social interaction, collaborative play and exercise performance, and a decrease in solitary play. Our results suggest that the proposed system can be a useful tool for play therapy aimed for young children with ASD.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939266","Autism Spectrum Disorder;Tangible User Interface;Play Therapy;Special Education;Serious Game","Medical treatment;Ions;Games","","26","","32","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"EnCity: A serious game for empowering young people with Down's syndrome","A. Bourazeri; T. Bellamy-Wood; S. Arnab","Frederick Lanchester Library, Coventry University, Coventry; Frederick Lanchester Library, Coventry University, Coventry; Frederick Lanchester Library, Coventry University, Coventry",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","6","Down's syndrome (also known as trisomy 21) is a genetic disorder caused by the presence of a third copy of chromosome 21 in a baby's cell. With education and proper care the quality of life of these people can be improved, and with the right support people with Down's syndrome can have an active role in the community. In this paper we examine how a virtual reality serious game, the EnCity game, could engage and encourage young people with Down's syndrome to have a more active involvement in the community. Players should complete mini games related to everyday tasks (e.g. preparing a meal, shopping in the supermarket, paying a bill, buying a ticket to visit a museum or gallery), and through these mini-games players will gain the appropriate training and encouragement for leading their lives without requiring help from their families or social services.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939267","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939267","Down's syndrome;empowerment;inclusivity;serious games","Pediatrics;Games;Autism;Lead;Graphics","","4","","34","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Aspira: Employing a serious game in an mHealth app to improve asthma outcomes","J. Thomson; C. Hass; I. Horn; E. Kleine; S. Mitchell; K. Gary; I. Ahmed; D. Hamel; A. Amresh","Mad*Pow Inc., Boston, MA, USA; Mad*Pow Inc., Boston, MA, USA; Center for Clinical & Translational, Research Seattle Children's Hospital, Seattle, WA, USA; Center for Clinical & Translational, Research Seattle Children's Hospital, Seattle, WA, USA; Center for Clinical & Translational, Research Seattle Children's Hospital, Seattle, WA, USA; The Ira A. Fulton Schools of Engineering, Arizona State University, Mesa, AZ, USA; The Ira A. Fulton Schools of Engineering, Arizona State University, Mesa, AZ, USA; The Ira A. Fulton Schools of Engineering, Arizona State University, Mesa, AZ, USA; The Ira A. Fulton Schools of Engineering, Arizona State University, Mesa, AZ, USA",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","7","This paper presents the design, implementation and evaluation of a home based intervention targeting economically disadvantaged children to improve asthma clinical outcomes. The monitoring and intervention activities were delivered within an embedded astronaut-themed game to promote user acceptance and compliance to the clinical protocol. An iterative, user-centered design process was used to prototype the asthma home monitoring system (Aspira) involving a tablet application, digital spirometer and a particulate monitor linked to a data management server. Children of low socio-economic demographic populations were the main target group for this study as they have significantly high asthma rates and lack of condition awareness. Aspira is the first intervention of its kind that provides the target audience an easy to use and low-cost in-home monitoring application. Aspira's design is grounded in the principles of social cognitive theory and aims to increase use, participation and efficacy in the target population. We present the results of a pilot study to determine feasibility and preliminary efficacy of the resulting high-fidelity Aspira prototype among four families with asthmatic children living in the Seattle metropolitan area.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939268","mHealth;home monitor;behavior change;asthma","Monitoring;Biomedical monitoring;Pediatrics;Pollution measurement;Games","","5","","27","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Through the eye of the master: The use of Virtual Reality in the teaching of surgical hand preparation","B. Harrison; R. Oehmen; A. Robertson; B. Robertson; P. De Cruz; R. Khan; D. Fick","School of Medicine, University of Notre Dame Fremantle, Perth, Australia; School of Medicine, University of Notre Dame Fremantle, Perth, Australia; Surgical Realities Pty Ltd, Perth, Australia; Surgical Realities Pty Ltd, Perth, Australia; The Joint Studio, Perth, Australia; The Joint Studio, Perth, Australia; The Joint Studio, Perth, Australia",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","6","Virtual Reality (VR) demonstrates unique educational benefits over other teaching mediums including enhanced engagement and learner motivation. Such benefits could be exploited to improve teaching of surgical hand preparation (SHP), a practice crucial in preventing post-surgical infection. This study hypothesises that the utilisation of VR technology to demonstrate SHP technique will produce superior skill acquisition and longer skill retention than the standard practice of video demonstration. 40 healthcare students unfamiliar with SHP were recruited from a tertiary university and randomised into two groups. The control group (n=21) viewed a video demonstration of SHP while the VR group (n=19) viewed a VR demonstration of the same technique. Participants were assessed immediately after demonstration (acquisition score), and again one week later (retention score), using a 20-point assessment scale. Scores were compared between the groups. Groups were equal in age, prior education, handedness and gender distribution. Neither skill acquisition (Control mean: 12.29, VR mean: 12.84; p = 0.57) nor retention (Control mean: 12.29, VR mean: 12.74; p = 0.52) differed significantly between groups however a non-significant trend toward better performance in the VR group was observed. Parallel scoring of 35% of participants showed very high inter-rater reliability (intra-class correlation coefficient = 0.92). Utilisation of VR technology did not demonstrate a perceivable acquisition or retention benefit in the teaching of SHP. Future studies could investigate the value of more immersive features including 360-degree point of view or haptic feedback which were not features of the technology used in the present study.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939269","Surgical Hand Preparation;Virtual Reality;Training","Surgery;Atmospheric measurements;Particle measurements;Pollution measurement;Standards;Muscles","","7","","21","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Piloting mobile mixed reality simulation in paramedic distance education","J. Birt; E. Moore; M. A. Cowling","Faculty of Society and Design, Bond University, Gold Coast, Australia; School of Medical and Applied Science, CQ University, Rockhampton, Australia; School of Engineering and Technology, CQ University, Brisbane, Australia",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","8","New pedagogical methods delivered through mobile mixed reality (via a user-supplied mobile phone incorporating 3d printing and augmented reality) are becoming possible in distance education, shifting pedagogy from 2D images, words and videos to interactive simulations and immersive mobile skill training environments. This paper presents insights from the implementation and testing of a mobile mixed reality intervention in an Australian distance paramedic science classroom. The context of this mobile simulation study is skills acquisition in airways management focusing on direct laryngoscopy with foreign body removal. The intervention aims to assist distance education learners in practicing skills prior to attending mandatory residential schools and helps build a baseline equality between those students that study face to face and those at a distance. Outcomes from the pilot study showed improvements in several key performance indicators in the distance learners, but also demonstrated problems to overcome in the pedagogical method.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939270","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939270","mixed reality;mobile learning;augmented reality;3d printing;distance education;paramedic science","Mobile communication;Face;Atmospheric modeling;Training;Context;Visualization","","8","","19","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
