"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"From pixels to pitches: Unveiling the world of color for the blind","S. Cavaco; M. Mengucci; J. T. Henriques; N. Correia; F. Medeiros","CITI, Universidade Nova de Lisboa, Caparica, Portugal; CITI, Universidade Nova de Lisboa, Caparica, Portugal; CESEM, Universidade Nova de Lisboa, Lisboa, Portugal; CITI, Universidade Nova de Lisboa, Caparica, Portugal; LabIO, Lisboa, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","8","We propose a tool, SonarX, which converts color information from still images or video frames into sound. The tool converts the hue, saturation and value parameters into sound parameters that influence the perception of pitch, timbre and loudness. The goal of SonarX is to help visually impaired individuals to perceive characteristics of the environment that are usually not easily acquired without vision. The tool has been experimented by visually impaired individuals, who confirmed that it can be used to give them information about the range of colors present in the images, presence or absence of light sources as well the location and shape of the objects.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665305","Audio visual systems;image color analysis;image representation;image sonification;sensory aids","","","6","","8","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Generalized Additive Neural Networks for mortality prediction using automated and Genetic Algorithms","C. Bras-Geraldes; A. Papoila; P. Xufre; F. Diamantino","Faculty of Medical Sciences, Center of Statistics and Applications, Lisbon, Portugal; Faculty of Medical Sciences, Center of Statistics and Applications, Lisbon, Portugal; New University of Lisbon, Nova School of Business and Economics, Lisbon, Portugal; Faculty of Sciences, Center of Statistics and Applications, Lisbon, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","8","The prediction of mortality has shown to be a challenge for hospital management. To help in this task, metrics were developed to predict the evolution of the disease severity. One of the most commonly used metric in Intensive Care Units (ICUs) is the SAPS II, based on Generalized Linear Models (GLMs). However, the use of the more flexible Generalized Additive Models (GAMs) provide better results when the association between the outcome and the continuous covariates is nonlinear. Neural networks have also been used for prediction namely those based in the Multi Layer Perceptron (MLP) architecture, as, in theory, they are universal approximators to any continuous function. Some studies have shown that their performances are equivalent to GLMs and, naturally, inspired by GAMs, Generalized Additive Neural Networks (GANNs) were proposed. Because the construction of a GANN is based in a subjective decision making process through the analysis of the residuals plots, studies to automate this process emerged originating new methodologies (AutoGANN). However, these are not free from problems when the number of variables is large. Some improvements were then introduced for model selection, such as, a multistep algorithm that allows more than one modification at the same time in GANNs's architecture. Methods described above have correspondence to evolutionary programming as the search of a better result is performed by small modifications, closely resembling the mutation operator. AutoGANN method and Genetic Algorithm were used in order to find optimal models for predicting mortality at an ICU. These models, as well as a MLP model, were compared regarding their predictive and discriminative abilities.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665306","","Equations","","3","","30","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"A comparative transformation model for process changes using Serious Games","M. R. Wolf; U. Wiese","IT Management, University of Applied Science Aachen, Aachen, Germany; STZ Institute of IT Organization and Management, Cologne, Germany",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","7","This article presents a transformation model that comparatively describes two possible ways of process changes - one in a conventional way, the other one using Serious Games. At first, both ways are decomposed into separate transformation steps. Then, by comparing both ways the question can be answered, which transformation is economically more effective. The comparative transformation model is a helpful tool to identify whether Serious Games can be utilized efficiently in a certain situation or whether specific influencing factors need to be changed beforehand.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665307","","Games;Abstracts","","2","","19","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"eHealth services for enhanced pharmaceutical care provision: From counseling to patient education","L. V. Lapão; J. Gregório; T. Ferreira; A. Cavaco; C. Lovis; G. Russo; M. M. da Silva","International Public Health and Biostatistics, Universidade Nova de Lisboa, Lisboa, Portugal; International Public Health and Biostatistics, Universidade Nova de Lisboa, Lisboa, Portugal; International Public Health and Biostatistics, Universidade Nova de Lisboa, Lisboa, Portugal; Research Institute for Medicines and Pharmaceutical Sciences, Faculdade de Farmácia da Universidade de Lisboa, Portugal; Hôpitaux Universitaires de Genève, Switzerland; International Public Health and Biostatistics, Universidade Nova de Lisboa, Lisboa, Portugal; Instituto Superior Técnico, Lisboa, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","7","ePharmaCare project aims at assessing the potential of ehealth services in the provision of cognitive pharmaceutical services by interacting actively with patients. There is the awareness that patient education will be vital. Collection of data on pharmaceutical services and diagnosis of the use of IT in pharmacy settings was made with the application of a survey. A set of pharmacies was selected to study the pattern of services' provision supported by observational studies to evaluate the economic and clinical value of services to patients. The results will allow a better understanding of pharmaceutical services' delivery and a new perspective for pharmaceutical services integration with the health system. Due to the shortage of physicians, the development of a new internet based pharmaceutical service with educational components could be an important contribution to an effective chronic diseases' management and to change the role of patients. Furthermore there is the necessity of rethinking the community pharmacy business model to effectively integrate within future health systems.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665308","","Abstracts","","6","","14","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"A spacecraft game controlled with a brain-computer interface using SSVEP with phase tagging","R. Parafita; G. Pires; U. Nunes; M. Castelo-Branco","Institute for Systems and Robotics, University of Coimbra, Coimbra, Portugal; Department of Electrical Engineering, Polytechnic Institute of Tomar, Tomar; Institute for Systems and Robotics, University of Coimbra, Coimbra, Portugal; Biomedical Institute for Research in Light and Image (IBILI), University of Coimbra, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","6","This paper presents a brain-computer interface game that controls a spacecraft that has to avoid obstacles in a space route. The neural mechanism is based on steady state visually evoked potentials (SSVEP) combined with phase tagging. Two flickering stimuli are used to move the spacecraft to left or right. The stimuli are tagged with a phase offset of 180° between them. Phase extraction is applied to narrowband frequency of SSVEP. The stimuli frequencies were selected in a 3-5 Hz range that provides a high level of comfort. The game is being developed to be tested as a neurotherapy tool for children with Neurofibromatosis Type 1, showing attention deficits. Since usability is a major issue in clinical use, the game was designed to be controlled with a single electroencephalographic (EEG) channel, and requiring a calibration time less than two minutes. Pilot experiments were performed with a group of five healthy adults that tested the game, achieving performances above 95% accuracy for 5 second trials.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665309","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665309","BCI;Game;SSVEP;Phase tag;Neurotherapy","Artificial neural networks;Atmospheric measurements;Particle measurements","","11","","31","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Cognitive intervention protocol for age-related memory impairments","A. M. Portugal; D. S. Ferreira; J. S. Reis; F. Pinho; N. S. Dias","ICVS/3B's - PT Government Associate Laboratory, Braga/Guimarães, Portugal; ICVS/3B's - PT Government Associate Laboratory, Braga/Guimarães, Portugal; ICVS/3B's - PT Government Associate Laboratory, Braga/Guimarães, Portugal; Department of Industrial Electronics, University of Minho - Campus de Azurém, Guimarães, Portugal; DIGARC, Polytechnic Institute of Cavado and Ave, Barcelos, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","6","With the number of elderly people increasing tremendously worldwide, comes the need for effective methods to maintain or improve older adults' cognitive performance. Using continuous neurofeedback, through the use of EEG techniques, people can learn how to train and alter their brain electrical activity. A software platform that puts together the proposed rehabilitation methodology has been developed: a digital game protocol that supports neurofeedback training of alpha and theta rhythms, by reading the EEG activity and presenting it back to the subject, interleaved with neurocognitive tasks such as n-Back and Corsi Block-Tapping. This tool will be used as a potential rehabilitative platform for age-related memory impairments.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665310","Neurofeedback;EEG;Cognitive intervention;Healthy aging;Serious Games;Brain-Computer Interface;Alpha;Theta;Memory","Electroencephalography;Training;Protocols;Diseases;Noise measurement","","2","","23","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Healthy weight game!: Lose weight together","S. J. Lentelink; A. A. M. Spil; T. Broens; H. J. Hermens; V. M. Jones","University of Twente, Enschede, Netherlands; University of Twente, Enschede, Netherlands; MobiHealth B.V., Enschede, Netherlands; Telemedicine Group, University of Twente, Enschede, Netherlands; Telemedicine Group, University of Twente, Enschede, Netherlands",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","8","Overweight and obesity pose a serious and increasing problem worldwide. Current treatment methods can result in weight loss in the short term but often fail in the longer term. Increasing motivation and thereby improving adherence can be a key factor in achieving the needed behavioral change. One approach is to address affective state (i.e. to promote positive emotions) by making people aware of their condition in a playful manner, possibly with peer interaction. Serious gaming is envisioned as one way to achieve this. Based on a study of the scientific evidence, the serious game `Healthy Weight Game!' was designed. The design incorporates most of the features shown to be beneficial in the scientific literature. An evaluation of the design involving a survey of 53 subjects produced positive results. The game was well understood and seen as a good method to help people lose weight and induce positive behavioral change. It was seen as a good addition to own initiatives for being physically active and as a useful addition to dieting and physical therapy. The design of the game (appearance and content) was positively received. Some gender differences were found in reactions to features such as visualization of goal achievements (e.g. avatar getting thinner as exercise goals are reached) and the kind of informative feedback which was appreciated. Overall the game design was rated 7.57/10 over all respondents. We conclude that this design demonstrates potential for improving physical and, indirectly, mental health of people facing overweight and obesity by increasing adherence and promoting sustainable behavioral change. Next steps are to implement the game and conduct a larger scale evaluation.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665311","Serious gaming;lifestyle change;obesity;E-health","Games;Atmospheric measurements;Energy measurement;Particle measurements;Visualization;Convergence;Force","","15","","22","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Public healthcare system in Macao","S. O. S. Ferrão; E. L. Gaspar","School of Public Administration, Macao Polytechnic Institute, Macao, China; School of Public Administration, Macao Polytechnic Institute, Macao, China",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","8","The creation of an effective scheme to communicate and prevent crisis situation is the motto for this paper in which we give special emphasis to health. The SRAS epidemic caused economic depression on the Asia Pacific region and in Macao, which also affected the residents and the number of visitors to Macau [1]. Given the existing know-how concerning the meteorological crisis situations and the existing traffic mobile application (APPs) model our proposal is that the public administration, namely the Government rethinks analogue communication channels for other crisis situations that may affect the population in the territory. We start with a brief description of Macao's territory and its health system. We identify the financing forms of the system regarding the residents and non-residents. We introduce the communication and education means for the citizens concerning the health politics and the diseases prevention and we identify its main problems. Finally, we present some of the issues to have in mind in the proposed model to prevent and alert in any risk situation as well as the conclusions of our research. Although it is a preliminary work that will be extended for a Master's degree, we introduce some original ideas enhancing the use of already existing resources and structures already, which leads us to believe in the viability of the project and its real accomplishment. It is an ambitious project that implicates some organizational changes, development and implementation of information and communication technologies but that would represent important and justifiable progress regarding the public safety and health.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665312","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665312","crisis situations;Public healthcare;Macao;health education;mobile application","Educational institutions;Lead;Medical services;Accreditation;Irrigation;Mobile communication;Wireless communication","","","","57","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Fostering the NAO platform as an elderly care robot","J. P. M. Vital; M. S. Couceiro; N. M. M. Rodrigues; C. M. Figueiredo; N. M. F. Ferreira","Engineering Institute of Coimbra-RoboCorp, Coimbra, Portugal; Engineering Institute of Coimbra-RoboCorp, Coimbra, Portugal; Department of Electrical Engineering, Engineering Institute of Coimbra RoboCorp, Coimbra, Portugal; Department of Electrical Engineering, Engineering Institute of Coimbra RoboCorp, Coimbra, Portugal; Department of Electrical Engineering, Engineering Institute of Coimbra RoboCorp, Coimbra, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","5","Depression and loneliness among the elderly are one of the biggest problems affecting the world population. This leads to elderly isolation which is a major risk factor for suicide. Moreover, if isolation is coupled with physical illness and incapacitation, such a risk increases exponentially. To fight back this problem, roboticists have been proposing solutions to autonomously monitor, support and even promote physical activities among the elderly. Nevertheless, those appear as very high-cost and complex solutions that require an advanced technical expertise. Recent off-the-shelf solutions, such as the well-known NAO robot, emerged as possible alternatives. An extension to the NAO robot, denoted as RIA, is being developed at the Engineering Institute of Coimbra (ISEC). The RIA is not only built for a social interaction with the elderly but also as an autonomous tool to promote professional care through the analysis of health and environmental parameters. Therefore, the RIA robot is an adapted NAO low-cost platform equipped with several sensors that can measure different parameters like body temperature, blood pressure and heart rate. By validating this valuable platform, the foundations were laid for a whole new paradigm in elderly care.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665313","","Robots;Lead","","18","","12","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Palco: A multisensor realtime 3D cartoon production system","L. Torrao; S. F. Queirós; P. M. Teixeira; J. L. Vilaça; N. F. Rodrigues","Polytechnic Institute of Cavado and Ave, Barcelos, Portugal; Universidade do Minho, Braga, Braga, PT; Digital Games Research Center - Polytechnic Institute of Cavado and Ave, Barcelos, Portugal; Digital Games Research Center - Polytechnic Institute of Cavado and Ave, Barcelos, Portugal; Digital Games Research Center - Polytechnic Institute of Cavado and Ave, Barcelos, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","6","This paper presents Palco, a prototype system specifically designed for the production of 3D cartoon animations. The system addresses the specific problems of producing cartoon animations, where the main objective is not to reproduce realistic movements, but rather animate cartoon characters with predefined and characteristic body movements and facial expressions. The techniques employed in Palco are simple and easy to use, not requiring any invasive or complicated motion capture system, as both body motion and facial expression of actors are captured simultaneously, using an infrared motion detection sensor, a regular camera and a pair of electronically instrumented gloves. The animation process is completely actor-driven, with the actor controlling the character movements, gestures, facial expression and voice, all in realtime. The actor controlled cartoonification of the captured facial and body motion is a key functionality of Palco, and one that makes it specifically suited for the production of cartoon animations.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665314","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665314","","Tracking;Switches","","2","","10","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"An assistive tool for monitoring physical activities in older adults","P. Dell'Acqua; L. V. Klompstra; T. Jaarsma; A. Samini","Dept. of Science and Technology, Linköping University, Sweden; Dept. of Social and Welfare Studies, Linköping University, Sweden; Dept. of Social and Welfare Studies, Linköping University, Sweden; Dept. of Science and Technology, Linköping University, Sweden",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","6","Active living in older adults reduces disabilities and increases quality of life. Adherence to physical activity is low in older adults, therefore new possibilities to motivate to exercise must be explored. One of this new possibilities is to use exergaming. In this paper, we present an assistive tool for monitoring daily, physical activities in older adults with access to exergaming in their home environments. The proposed system employs the Kinect device and allows one to analyse the body movements. From a pilot study, we proved that the system can detect movements through exergaming. In the future we plan to implement the developed monitoring tool as well as exergaming in nursing homes.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665315","","Hip;Foot","","8","","20","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
