"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Kid-Ney's Journey: A game to support treatment selection for people with chronic kidney failure","A. C. Vis","Department for Product Design, Norwegian University of Science and Technology, Trondheim, Norway",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","7","The number of people suffering from chronic kidney failure is rising, due to the growing population of elderly, longer life-expectancy, and the increasing number of people with other lifestyle related diseases that affect the kidneys. People with severe chronic kidney failure are dependent on some form of kidney replacement treatment to survive. They are often eligible for several treatment methods and here the patient should be involved in the decision making, especially when the medical outcome is expected to be similar. This is important, as people are the experts on their life, values and believes and the different treatment methods each have unlike effects on daily life. However, knowledge is a barrier for these patients to actively take part in such discussions with their medical professional. This paper discusses a game-concept that is developed to give people more insight in the effects of a treatment on daily life, as well as helping them to evaluate the different treatment methods. The goal of this paper is to contribute to the development of additional patient information sources that focus on values and beliefs, and the effects of treatment on daily life, in order to empower patients in discussions with their medical professionals.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586230","game-based learning;game development;serious games;chronic kidney failure;shared decision making","Games;Kidney;Diseases;Senior citizens;Decision making;Medical diagnostic imaging;Hospitals","","1","","40","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"A curious relationship between feeling level and cognitive function in female brain during pregnancy and childbearing","H. Kotani; M. Matsuno; H. Nakagawa","Department of Child Psychology, Tokyo Future University, Tokyo, Japan; Department of Child Psychology, Tokyo Future University, Tokyo, Japan; Department of Electrical and Electronic Engineering, Tokyo Denki University, Tokyo, Japan",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","5","The purpose of this study was to investigate the correlations between feeling levels and cognitive functions in a women's brain during a time of pregnancy and childbearing. One hundred and fourteen women ranging in age from 23-43 years (mean ± SD: 31.8 ± 4.3) took part in our experiment. Seventy-nine women were pregnant (mean age ± SD: 32.1 ± 4.9) and 35 were not pregnant (mean age ± SD: 31.1 ± 4.4). All the pregnant women were expecting their first child. Concerning the pregnant group, 33 women (mean age ± SD: 32.0 ± 4.0) continued with our experiment after their childbearing was concluded. On four questionnaire categories established by Hanazawa's protocol, we assessed each subject's feeling level for a child, a husband, a mood and their health. At the same time, we instructed them to carry out five kinds of tests: simple reaction, SR; choice reaction, CR; working memory, WM; one card learning, OC; and divided attention, DA using card games through a cognitive function test called “CogHealth”. The accuracies relating to the CR task in the postnatal women were significantly lower (t(18)=2.42, P <; 0.05), depending on the questionnaire scores about positive feelings for their husband. In the postnatal group, there was also an inverse correlation between their positive feelings for their child and a quick response to OC leaning (r= -0.46, P <; 0.05). Furthermore, the pregnant women who perceived that the women themselves might be in an unhealthy state were significantly higher in accuracy for the DA task among the five CogHealth tasks than pregnant women who believed their health was sound (t(77)=2.00, P <; 0.05). There were also no significant differences between subjects who considered themselves healthy and those who considered themselves unhealthy in each of the other two groups. Our findings confirm that pregnant and postnatal women's feeling levels are closely connected with their cognitive functions.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586231","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586231","childbearing;pregnancy;cognitive function;female brain;CogHealth","Pregnancy;Pediatrics;Mood;Biochemistry;Correlation;Rats;Protocols","","3","","40","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Improving perspective taking and empathy in children with autism spectrum disorder","D. E. Hughes; E. Vasquez; E. Nicsinger","Department of Math and Computer Science, Rollins College, Winter Park, USA; College of Education and Human Performance, University of Central Florida, Orlando, USA; College of Education and Human Performance, University of Central Florida, Orlando, USA",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","5","This paper discusses the design, implementation, and evaluation of a serious game intended to reinforce applied behavior analysis (ABA) techniques used with children with autism spectrum disorder (ASD) by providing a low cost and easily accessible supplement to traditional methods. The goal is develop a safe environment for social exploration and learning that boosts the child's confidence while providing calming mechanisms. Games increase children's motivation and thus increase the rate of learning in computer mediated environments. Furthermore, children with ASD are able to understand basic emotions and facial expressions in avatars more easily than in real-world interactions.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586232","autism spectrum disorder;empathy;game mechanics;perspective taking","Avatars;Games;Probes;Autism;Observers;Floors;Time factors","","8","","7","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Designing the model patient: Data-driven virtual patients in medical education","D. Babichenko; M. J. Druzdzel; L. Grieve; R. Patel; J. Velez; T. Neal; J. McCray; R. -D. Wallace; S. Jenkins","School of Information Sciences, University of Pittsburgh, Pittsburgh, PA, USA; Department of Computer Science, University of Bialystok, Bialystok, Poland; School of Pharmacy, University of Pittsburgh, Pittsburgh, PA, USA; School of Pharmacy, University of Pittsburgh, Pittsburgh, PA, USA; Institute for Simulation and Training, University of Central Florida, Orlando, FL, USA; School of Social Sciences, Rice University, Houston, TX, USA; College of Engineering, Virginia Tech, Blacksburg, VA, USA; College of Engineering, Virginia Tech, Blacksburg, VA, USA; College of Engineering, Tennessee State University, Nashville, TN, USA",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","8","In this paper we describe ModelPatient, a software application developed to allow health sciences educators to create and deliver educational cases that are based on and simulate real patient behavior. ModelPatient uses data from Electronic Medical Record Systems (EMRS) or from publically available medical data sets in combination with Bayesian network (BN) models to generate virtual patient (VP) cases. Because the underlying models are based on real data, each decision made by a learner affects outcome probabilities. Therefore the behavior of a VP reflects how a real patient with the same medical condition would have reacted to the learners' actions. We believe that data- and model-driven approaches to creating VPs would allow educators to create higher-fidelity teaching cases and offer richer educational experience to learners.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586253","","Data models;Medical services;Games;Brain modeling;Predictive models;Training","","4","","40","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"A taxonomy for digital badge design in medical technologies","R. McDaniel","College of Arts & Humanities, University of Central Florida, Orlando, FL, USA",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","8","This paper discusses gamification as an emerging area of research in medical health application development. It then defines digital badges as an example of gamification, explains their purpose and functionality, and outlines their primary advantages as well as ten different challenges impacting their use. This background is framed both generally and within the context of medical games and applications. The paper then reviews how digital badges and achievements are currently being used in medical games and healthcare applications. It concludes by synthesizing prior literature on effective game design and serious game design taxonomies with prior guidelines for effective digital badge design. The result is an interdisciplinary taxonomy combining research from serious games development, psychology, economics, user experience design, and education. This taxonomy can be reviewed to help researchers and developers consider a wide range of relevant issues when designing procedures for effective digital badge design and development in medical games and applications.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586254","digital badges;achievements;healthcare;taxonomy;serious games;games;user experience;design strategies","Games;Medical services;Taxonomy;Context;Psychology;Education;Bibliographies","","3","","42","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"A 3D serious game for medical students training in clinical cases","R. M. de Lima; A. de Medeiros Santos; F. M. Mendes Neto; A. França de Sousa Neto; F. C. P. Leão; F. T. de Macedo; A. M. de Paula Canuto","Department of Exact and Natural Sciences, Rural Federal University of the Semiarid, Mossoró, RN, Brazil; Department of Exact and Natural Sciences, Rural Federal University of the Semiarid, Mossoró, RN, Brazil; Department of Exact and Natural Sciences, Rural Federal University of the Semiarid, Brazil; Department of Exact and Natural Sciences, Rural Federal University of the Semiarid, Brazil; Department of Exact and Natural Sciences, Rural Federal University of the Semiarid, Mossoró, RN, Brazil; Department of Exact and Natural Sciences, Rural Federal University of the Semiarid, Mossoró, RN, Brazil; Department of Informatics and Applied Mathematics, Federal University of Rio, Grande do Norte Natal, RN, Brazil",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","9","This paper describes an auxiliary environment in the process of teaching and learning for students and professors of medicine. The environment has a serious game available in various computing devices to simulate clinical cases in order to assess students' knowledge. Diagnostics are simulated using 3D environment, mobile application using voice synthesizer and immersion through virtual reality goggles. The environment has gamification features as a motivational mechanism for users. Within the 3D environment, medical subjects are offered by the NPCs (Non Playable Characters), in order to provide auxiliary knowledge to facilitate the identification of diseases in patients or medical issues in general. Professors can check the score of their students and take extra steps in class to clarify doubts. The system has a multi-agent system and machine learning for disease classification offered by virtual patients.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586255","voice synthesizer;virtual glasses;simulators for clinical case;virtual environment;multi-agent system;machine learning;gamification","Games;Medical diagnostic imaging;Three-dimensional displays;Training;Computers;Virtual reality","","12","","36","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Outcome-focused design for health education games: Understanding playing techniques and values reinforced by a game's procedural rhetoric","E. K. Johnson","Orlando, USA",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","4","This paper describes a method of analyzing patient education games to discern the values they reinforce upon the players, a vulnerable population. The method of analysis demonstrated here can also be utilized as a design tool to aid developers of patient education games in the creation of games that fully match their intentions.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586256","procedural rhetoric;health education;educational games;patient education;values","Games;Rhetoric;Cancer;Education;Chemotherapy;Timing;Computers","","","","6","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"A natural locomotion interface: Its impact on presence and usage in a social-media charity event for mental health","J. Dannatt; M. Barlow; E. Lakshika","School of Engineering and IT, The University of New South Wales, Canberra, Australia; School of Engineering and IT, The University of New South Wales, Canberra, Australia; School of Engineering and IT, The University of New South Wales, Canberra, Australia",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","8","Video games requiring active participation have become a promising technology in reducing the habitual sedentary time associated with the contemporary lifestyle. Unfortunately, the interface devices for these games often fail to maintain user engagement for sustained periods of time. By increasing the users' sense of presence within the virtual environment through careful interface design, we hypothesise that user engagement can be maintained. This results in continued use and positive health related gains. In this paper, firstly we introduce an interface for providing users with a natural, cost effective means of locomotion in a virtual environment. This interface is based on a modified elliptical walker (that can connect to any game) and facilitates natural locomotion by mapping the player's movement on the elliptical walker to their character in the virtual environment. We hypothesise that accurately reproducing a natural means of navigation through virtual environments will result in an increased presence compared with a traditional keyboard mouse interface and present our experimental results to support this hypothesis. Secondly, we discuss an application of the proposed interface to mental health - a virtual charity run named `Digital Miles' that was hosted and streamed online by the authors to raise money for an Australian mental health organisation. This application shows the potential of the interface to achieve people's fitness and well-being goals through game-play and raise mental health awareness among a wider audience.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586257","","Virtual environments;Games;Lasers;Legged locomotion;Navigation;Computational modeling;Wheels","","3","","38","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"A serious game to treat childhood obesity","S. Mayr; L. Ledit; P. Petta; C. Eichenberg; B. Sindelar","ISGinnovations GmbH, Vienna, Austria; Game Gestalt GmbH, Vienna, Austria; Austrian Research Institute for Artificial Intelligence, Vienna, Austria; Sigmund Freud Private University, Vienna, Austria; Sigmund Freud Private University, Vienna, Austria",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","6","Serious games employ video game technology to convey serious content, facilitate learning, or initiate behavioral change. A common approach is to combine standard game mechanics with linear content expected to deliver the intended message. In contrast, we advocate an approach centered on player decisions and subjective experience, referring to innovative examples of learning by experience, both analog and digital. We present the design decisions underlying Aquamorra, a serious game to support the treatment of childhood obesity in the light of this approach.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586258","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586258","","Games;Obesity;Medical treatment;Pediatrics;Electronic mail;Standards;Indexes","","6","","22","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Acupressure game system with interactive installations","Jing-Hui Xu; Chun-Tsai Wu; Szu-Ming Chung","National Taiwn University of Science and Technology, Taipei, Taiwan, ROC; Dept. Digital Content Design, Ling Tung University, Taichung, Taiwan, ROC; Dept. Digital Content Design, Ling Tung University, Taichung, Taiwan, ROC",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","6","Due to the decreasing average age of Taiwanese internet users, developing 3C (computer, communication, consumer electronics) products for them becomes an important factor in education. The purpose of this research intends was to design a game system with interactive installations to enhance child-parent interaction through playing an acupressure game. After implementation, the researchers evaluated its validity and usability with two sets of questionnaires: experts' assessment and system usability scale (SUS).","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586259","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586259","game system;interactive installation;acupressure;expert assessment;system usability scale","Games;Usability;Internet;Computers;Pediatrics;Education;Psychology","","1","","23","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"A serious game to improve posture and spinal health while having fun","M. A. F. Rodrigues; D. V. Macedo; H. P. Pontes; Y. R. Serpa; Y. R. Serpa","Programa de Pós-Graduação em Informática Aplicada (PPGIA), Universidade de Fortaleza (UNIFOR), Fortaleza, CE, Brasil; Programa de Pós-Graduação em Informática Aplicada (PPGIA), Universidade de Fortaleza (UNIFOR), Fortaleza, CE, Brasil; Programa de Pós-Graduação em Informática Aplicada (PPGIA), Universidade de Fortaleza (UNIFOR), Fortaleza, CE, Brasil; Programa de Pós-Graduação em Informática Aplicada (PPGIA), Universidade de Fortaleza (UNIFOR), Fortaleza, CE, Brasil; Programa de Pós-Graduação em Informática Aplicada (PPGIA), Universidade de Fortaleza (UNIFOR), Fortaleza, CE, Brasil",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","8","We present a serious game which we believe that has the potential to improve posture and spinal health while still having fun. In our game, we correct postural deviations and perform and memorize lengthening sequences. It operates in the single and multiplayer modes using haptic devices for game control and uses the Microsoft Kinect for gestural interaction. We also conducted user studies to evaluate our game. The results show that observations and experiences of posture correction and lengthening influence the behavior of the users, stimulating reflections and initiatives in their real lives during game play.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586260","Serious game;Computer Vision;spinal health;RSI/WMSD;haptic devices;gestural control;user studies","Games;Three-dimensional displays;Haptic interfaces;Computers;Performance evaluation;Testing;Animation","","5","","20","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Serious games for the cognitive stimulation of elderly people","M. J. Rodríguez-Fórtiz; C. Rodríguez-Domínguez; P. Cano; J. Revelles; M. L. Rodríguez-Almendros; M. V. Hurtado-Torres; S. Rute-Pérez","ETSIIT. Dpt. Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; ETSIIT. Dpt. Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; ETSIIT. Dpt. Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; ETSIIT. Dpt. Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; ETSIIT. Dpt. Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; ETSIIT. Dpt. Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; Psychology Faculty, University of Granada, Granada, Spain",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","7","Elderly people can suffer some degree of decline in their cognitive capacities, usually including different symptoms (decreased problem solving capacity, decreased ability to reason and to maintain focus, forgetfulness, etc.). Cognitive stimulation has been shown to decrease the rate of intellectual decay and potentially reverse age-related cognitive decline. Serious games provide new training opportunities to improve the decrease in selected social, sensory-motor, cognitive and emotional functions of elderly people. This paper details the objectives of the VIRTRA-EL web platform, which has been designed to evaluate and train cognitive skills to elderly users by means of serious games using the personal computer or tablet devices. Additionally, we present a serious game based on interactive 3D environments, which has been designed with the aim of helping to train memory, attention, planning and reasoning.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586261","Serious Games;Interaction;3D Environment;Cognitive stimulation;Elderly People","Games;Senior citizens;Three-dimensional displays;Training;Planning;Cognition;Navigation","","15","","28","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Video game experience and basic robotic skills","A. Tanaka; R. Smith; C. Hughes","The Nicholson Center, Florida Hospital, Celebration, FL, US; The Nicholson Center, Florida Hospital, Celebration, FL, US; Department of Computer Science, The University of Central Florida, Orlando, FL, US",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","6","Virtual reality simulators have emerged as valuable tools for standardized and objective robotic surgery skill training and assessments. In recent years the idea of using video game technology in surgical education for laparoscopy has also been explored, however few have attempted to make a connection between video game experience and robotic surgical skills. Thus, the current study aims to examine the performance of video gamers in a virtual reality robotic surgery simulator. Furthermore, the video gamers' performance was compared to that of medical students, expert robotic surgeons, and “laypeople.” The purpose of this study is to demonstrate that video gamers acquire perceptual and psychomotor skills through video game play, similar to those used by robotic surgeons. Subjects completed a demographic questionnaire and performed three computer-based perceptual tests: a Flanker compatibility task, a subsidizing task, and a Multiple Object Tracking test. Participants then performed two warm-up exercises and eight trials of two core exercises on a robotic surgery simulator. After completing all trials, participants completed a post-questionnaire regarding their experience with the system. Expert video gamers (n=40), medical students (n=24), laypeople (n=42) and expert robotic surgeons (n=16) were recruited. Medical students and gamers were significantly faster than experts in the Flanker Task. The experts were significantly slower than the all other groups in the subsidizing task. Experts scored significantly higher, were significantly more efficient, and were significantly faster than laypeople, medical students, and gamers in the first trial of Ring & Rail 1 and Suture Sponge. In trial eight of the simulation exercises, the experts performed significantly better than most groups in all of the metrics. Contrary to prior literature in laparoscopy, this study was unable to validate enhanced abilities of video gamers in a robotic surgery simulator. This study does further demonstrate that the transfer of skills developed through video game play is relevant to the surgical technique. This may be due to the differences of the systems and how the users interact within them. In a society where video games have become an integral past time, it is important to determine the role that video games play in the perceptual and psychomotor development of users. These findings can be generalized to domains outside of medicine that utilize robotic and computer-controlled systems, speaking to the scope of the gamers' abilities and pointing to the capacity within these systems.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586262","","Surgery;Robots;Measurement;Games;Training;Rails;Cameras","","2","","17","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
